RAM_GB,Storage_GB,Age_In_Months,Battery_Capacity_mAh,Camera_MP,Cover_Color_ID,IMEI_Last_Digit,Pincode_Last_Digit,Resale_Price_INR
4,64,12.5,4500,50,5,0,7,12430.0
12,128,29.9,4000,50,1,7,5,30120.0
6,512,44.8,5000,64,6,5,3,21303.0
4,256,30.1,3000,48,2,4,5,18153.0
6,32,29.5,5000,50,4,8,7,15493.0
12,32,50.5,4000,108,4,1,7,15068.0
6,128,22.3,5000,50,4,9,9,20501.0
4,512,51.7,3000,108,5,7,1,16000.0
6,128,25.0,6000,48,1,9,7,18900.0
4,128,20.4,4000,48,5,8,5,20691.0
3,64,27.8,5000,48,5,0,1,11098.0
4,128,46.0,4000,50,6,6,0,6982.0
4,256,8.4,6000,12,3,7,5,24031.0
4,64,12.6,5000,50,1,2,6,15284.0
4,256,57.1,5000,50,4,3,9,9591.0
6,512,11.4,4000,64,2,2,4,38425.0
4,64,34.5,4000,64,4,6,9,11780.0
4,128,35.2,3000,50,5,8,7,12452.0
8,64,29.9,6000,108,1,2,8,26492.0
6,256,39.0,3000,64,1,5,3,7249.0
6,128,14.6,5000,50,1,7,6,21159.0
4,128,33.6,4000,12,3,5,7,13029.0
4,256,23.0,5000,108,4,1,5,26663.0
3,64,40.0,5000,48,3,6,1,6078.0
4,512,9.3,4500,50,6,1,6,37859.0
4,128,34.7,4500,50,2,1,8,17504.0
4,64,11.9,5000,108,6,1,4,19951.0
3,128,17.4,4000,64,5,0,1,17609.0
4,256,13.9,5000,64,3,0,3,25308.0
6,64,11.8,4500,64,3,6,2,16003.0
4,256,49.7,4000,48,6,4,3,7145.0
4,512,17.9,5000,108,5,2,9,39603.0
6,64,55.7,6000,108,1,0,6,6503.0
6,512,58.2,6000,64,5,9,9,15021.0
3,64,34.7,5000,64,4,5,7,12817.0
8,64,9.4,4000,12,6,0,0,24364.0
6,64,23.1,5000,12,5,8,7,16829.0
3,256,48.1,5000,50,1,1,4,12319.0
8,128,22.7,4500,50,5,0,6,28999.0
12,64,6.1,6000,108,3,6,0,34103.0
3,128,33.9,4500,108,2,5,1,15330.0
4,128,50.9,4500,48,3,5,0,7461.0
8,32,48.0,5000,48,2,4,4,14471.0
8,256,11.3,4500,12,5,3,5,33923.0
4,256,40.7,6000,50,4,3,9,11690.0
4,128,14.0,4500,12,5,2,8,17281.0
4,512,13.9,6000,12,1,9,7,38018.0
6,128,52.6,4500,50,5,7,6,8532.0
6,512,15.7,6000,48,2,6,4,39312.0
4,128,16.5,4500,50,3,8,2,15623.0
6,128,1.0,4500,64,4,0,8,21531.0
8,64,52.4,4000,64,5,6,4,14151.0
3,256,47.8,6000,64,5,9,2,11419.0
4,128,38.0,6000,108,3,3,2,11129.0
8,64,45.3,6000,48,4,6,2,16605.0
8,32,10.0,3000,48,6,0,5,18486.0
6,128,28.0,4500,108,5,4,0,20851.0
6,128,21.7,6000,12,5,2,3,20682.0
4,256,6.5,3000,64,6,4,7,21237.0
6,256,29.7,4000,64,2,3,2,24882.0
6,32,55.3,6000,12,2,1,4,7156.0
4,256,3.4,6000,50,1,3,1,26611.0
4,64,18.2,3000,50,3,2,1,9457.0
4,256,13.2,4500,48,4,0,6,25431.0
3,256,15.1,4000,108,5,9,9,24584.0
4,128,54.6,6000,48,5,7,2,8278.0
4,256,28.6,4500,50,1,4,4,24057.0
4,64,28.5,4000,12,5,3,2,13705.0
4,128,45.9,5000,48,3,9,5,9207.0
8,256,10.1,5000,64,1,4,9,36311.0
6,128,29.7,4000,64,3,3,2,15227.0
6,64,26.4,3000,12,1,2,7,10215.0
8,128,36.2,4000,50,5,4,1,16698.0
6,256,60.0,4000,64,1,3,2,12462.0
3,64,46.4,3000,64,2,0,7,2500.0
6,64,24.5,3000,108,4,2,7,9699.0
6,256,49.8,4500,48,5,9,0,13136.0
8,256,11.1,4500,50,6,9,7,33177.0
6,64,2.8,3000,48,4,7,9,14649.0
4,64,13.1,5000,50,5,6,1,14787.0
4,64,21.1,5000,64,4,1,6,13892.0
4,64,31.1,4000,108,2,0,5,15674.0
6,128,37.3,6000,48,4,2,1,10753.0
6,256,54.7,4000,64,1,4,4,12606.0
4,128,31.1,4000,50,4,9,6,17366.0
12,128,30.6,6000,48,5,0,7,31132.0
6,64,4.0,3000,48,6,2,2,10432.0
4,256,3.1,5000,64,6,2,0,25891.0
4,128,33.5,4000,48,3,4,6,14640.0
4,512,26.9,6000,108,4,2,4,40141.0
4,128,50.5,4500,108,6,8,4,9911.0
4,64,10.5,4000,64,4,0,6,15741.0
4,128,2.5,5000,50,6,3,0,19701.0
4,64,27.5,3000,64,4,9,7,8855.0
4,128,15.0,4000,108,5,9,9,21110.0
8,32,3.9,4000,12,4,3,4,20100.0
3,64,43.8,6000,12,5,0,7,4121.0
6,256,7.6,4500,48,5,1,9,29973.0
6,64,36.9,4500,48,3,0,9,5762.0
12,256,17.6,3000,12,6,5,4,32950.0
4,64,11.2,5000,108,1,2,6,18646.0
4,128,23.4,3000,48,5,6,9,9478.0
12,128,48.3,4000,64,6,4,2,15227.0
8,128,24.1,4000,64,2,8,1,29486.0
8,64,45.3,4500,108,4,6,5,13749.0
4,64,8.4,5000,48,2,3,4,14549.0
4,32,46.6,6000,64,4,4,8,5515.0
6,64,15.0,5000,48,3,4,9,15986.0
12,128,41.0,4000,48,5,4,3,18671.0
6,512,34.4,6000,64,1,9,2,37796.0
6,256,55.8,5000,12,5,8,8,8399.0
4,256,23.9,5000,64,4,9,7,26546.0
8,256,4.9,6000,108,1,2,5,36748.0
4,128,2.1,4000,50,5,5,0,17802.0
4,64,49.8,5000,64,1,7,9,7813.0
6,512,32.0,6000,48,4,8,0,39389.0
6,128,46.7,4000,48,3,6,5,10319.0
4,128,14.8,6000,64,3,2,2,21201.0
4,64,21.4,6000,50,5,0,2,15111.0
6,128,2.8,5000,64,2,3,5,23631.0
4,128,57.7,4000,50,4,5,2,7493.0
6,256,40.4,5000,50,5,2,9,11636.0
4,128,56.1,3000,108,5,0,5,4213.0
6,64,16.7,3000,48,3,5,4,9743.0
6,512,37.1,4000,48,1,0,3,19888.0
3,64,41.0,6000,50,4,8,7,7665.0
4,128,19.7,5000,48,1,0,1,18442.0
4,32,51.0,5000,12,6,5,6,2500.0
3,256,56.9,4000,50,6,0,3,11706.0
12,512,53.2,4000,48,4,6,1,27647.0
4,64,44.6,3000,12,2,2,6,2500.0
8,256,17.4,4500,108,6,5,0,35979.0
4,64,17.6,4000,48,3,6,3,13626.0
6,512,57.8,4500,12,2,0,8,16950.0
8,256,1.6,4000,64,5,0,3,36945.0
6,256,43.2,6000,64,6,4,2,12255.0
6,32,42.7,6000,12,3,5,9,6262.0
6,512,37.7,3000,50,5,8,9,14049.0
4,256,59.4,3000,50,2,0,1,5823.0
12,64,19.4,4500,48,4,3,2,27761.0
8,256,21.1,4000,64,5,9,0,33980.0
12,64,5.7,5000,50,1,7,9,30762.0
4,256,27.1,3000,50,4,9,7,17173.0
8,64,16.4,5000,64,4,8,0,25559.0
12,256,21.3,5000,108,2,2,2,43236.0
4,128,50.2,4000,50,2,1,2,7446.0
3,32,56.2,4500,12,3,3,1,2637.0
8,64,12.0,4000,48,3,1,4,23312.0
6,32,23.0,3000,50,1,0,9,7764.0
8,128,55.8,5000,50,4,2,2,18159.0
4,64,4.6,4000,108,1,6,2,18780.0
8,128,6.4,4000,12,1,0,7,25510.0
4,64,10.6,4000,48,2,1,3,15312.0
4,64,36.1,3000,50,1,0,3,3943.0
4,256,9.9,4500,48,1,7,2,24989.0
8,32,58.1,4000,64,5,4,0,12298.0
6,512,27.4,3000,50,3,7,7,36673.0
6,256,30.6,5000,50,3,2,0,22995.0
4,128,15.6,6000,64,4,6,6,23825.0
8,128,28.8,3000,108,3,7,4,23827.0
4,256,40.1,6000,50,6,5,3,13884.0
8,64,45.3,4000,48,4,6,3,12306.0
6,32,45.5,4000,12,5,1,7,4672.0
4,64,35.1,3000,48,3,7,5,6612.0
6,256,54.4,6000,108,5,4,0,13094.0
4,32,49.2,4000,12,3,6,9,5073.0
8,128,45.7,5000,48,3,0,7,17694.0
6,512,4.3,4500,48,5,4,1,37730.0
4,256,1.4,4500,64,1,0,5,26443.0
8,128,13.5,4000,108,1,7,8,31100.0
4,32,40.1,6000,64,1,3,0,8177.0
6,256,25.3,4000,12,6,3,5,23678.0
12,128,24.7,6000,64,1,1,7,32499.0
6,64,53.2,5000,108,3,4,9,7954.0
4,32,53.8,6000,50,2,0,1,6076.0
12,512,54.6,4000,50,5,8,4,28918.0
6,128,19.5,5000,12,2,4,5,17383.0
4,256,41.8,3000,50,6,5,4,5500.0
4,256,17.0,4500,64,2,1,2,22961.0
8,128,12.2,4000,12,4,9,3,27622.0
6,128,11.9,4000,108,1,9,6,23541.0
6,128,21.2,4000,12,6,0,3,16134.0
8,64,26.4,5000,12,3,3,8,23584.0
8,128,50.0,3000,48,1,6,9,12662.0
4,256,8.1,6000,48,1,5,1,27571.0
4,128,44.4,3000,12,2,9,4,3965.0
4,256,32.4,5000,50,4,0,7,21927.0
8,128,18.0,4000,48,1,0,4,28755.0
3,128,30.1,4500,108,5,7,9,17555.0
6,128,18.7,4000,64,5,3,7,21630.0
8,128,36.2,6000,48,1,4,7,17547.0
8,256,26.6,4500,12,2,6,8,31409.0
4,64,10.7,4000,50,2,7,9,15462.0
8,128,7.9,4500,64,3,9,5,30518.0
4,64,33.3,3000,48,6,6,3,7620.0
8,64,54.2,5000,50,6,1,2,14374.0
4,128,21.3,4000,50,6,3,4,15392.0
4,128,44.2,6000,50,4,9,5,9404.0
8,512,39.9,3000,12,2,0,2,20501.0
4,128,56.0,4000,108,3,9,1,9553.0
4,256,49.4,3000,50,5,8,6,7154.0
8,128,34.4,6000,64,6,2,4,27755.0
8,128,39.8,4000,48,5,2,8,14660.0
6,32,54.0,6000,64,5,9,2,5385.0
6,64,24.6,4500,12,1,8,7,14433.0
6,64,20.3,6000,12,4,9,5,18068.0
4,128,1.6,4500,64,3,2,3,17155.0
4,32,49.8,4000,108,4,7,8,4476.0
4,64,48.3,4500,12,1,1,4,6938.0
12,64,7.2,4000,12,3,2,9,30180.0
6,512,35.0,4000,64,3,1,5,36442.0
6,64,28.4,5000,12,2,0,8,13720.0
6,128,8.0,4000,108,4,1,6,24310.0
12,64,58.9,4500,108,4,7,4,16480.0
4,128,13.7,5000,108,2,8,1,19205.0
6,64,5.0,5000,48,5,1,3,19810.0
6,64,36.1,4000,108,1,6,1,9131.0
6,128,44.6,6000,108,4,4,2,11541.0
3,32,2.9,6000,48,2,2,9,13343.0
8,32,39.9,5000,50,3,8,2,14518.0
12,64,32.4,4000,12,6,5,3,28037.0
6,32,7.1,6000,108,2,0,5,20034.0
6,64,11.2,4000,12,6,4,2,17245.0
12,64,34.5,4000,64,5,6,9,29664.0
8,256,18.5,5000,12,1,3,0,34323.0
4,128,56.4,5000,48,6,7,0,6818.0
6,128,49.3,3000,12,5,9,8,4923.0
6,64,59.0,6000,12,6,4,8,5160.0
6,512,16.3,6000,12,3,8,4,39121.0
8,64,58.2,6000,50,3,8,8,15304.0
12,32,26.4,4500,50,3,8,6,21759.0
12,128,21.5,4000,64,3,0,8,32178.0
6,64,4.0,5000,48,2,1,6,18772.0
4,64,4.1,6000,12,3,2,8,14327.0
12,128,41.8,3000,12,3,3,1,13396.0
8,256,28.0,6000,12,2,9,7,34003.0
4,128,14.4,4000,12,3,8,6,16862.0
12,256,37.2,4000,50,5,9,5,23045.0
8,512,15.9,5000,64,5,5,4,49565.0
6,64,35.1,4500,108,4,0,3,18194.0
6,64,22.2,5000,48,5,8,6,15328.0
4,64,49.6,6000,12,1,5,2,6170.0
3,128,49.4,3000,64,1,3,7,4660.0
4,128,29.2,5000,108,1,3,1,18985.0
8,512,21.7,4500,64,2,2,0,49716.0
3,256,22.4,5000,50,5,6,1,24513.0
4,128,48.5,4000,108,1,2,8,11043.0
4,64,20.4,6000,64,4,1,4,14690.0
6,256,13.3,6000,50,2,9,7,27801.0
12,512,6.0,6000,64,4,7,2,53750.0
4,256,28.5,6000,64,5,3,6,26146.0
4,32,29.4,6000,108,3,7,1,14176.0
8,128,50.6,6000,50,4,0,7,13914.0
6,32,14.1,3000,12,3,4,6,9803.0
4,64,23.5,4500,48,2,8,4,13812.0
6,32,48.7,6000,108,4,0,3,7166.0
4,128,49.6,4500,50,4,3,0,6727.0
4,128,23.7,6000,64,6,5,4,19410.0
6,64,28.1,5000,50,2,9,8,14838.0
6,64,18.9,6000,48,2,7,9,17637.0
12,128,56.0,4000,48,1,2,3,16036.0
4,64,8.0,3000,12,5,4,8,8406.0
6,64,56.1,5000,12,4,6,1,7067.0
6,128,41.3,5000,48,4,0,3,10243.0
3,256,32.4,4000,108,2,6,8,23192.0
6,32,2.9,6000,108,2,7,3,20858.0
4,32,29.1,3000,64,5,7,4,6136.0
12,64,25.1,5000,12,2,8,7,25276.0
4,512,10.5,3000,64,3,5,0,31075.0
6,128,39.7,5000,12,3,5,0,7178.0
3,128,58.3,6000,48,6,1,8,5519.0
12,64,34.2,5000,108,3,2,8,32738.0
6,128,43.2,5000,108,3,3,3,7768.0
6,32,5.0,4500,48,5,3,1,17643.0
3,128,25.6,6000,64,4,7,8,18031.0
8,512,7.9,4000,64,3,0,3,48428.0
4,128,37.2,4000,50,6,9,5,6705.0
8,256,56.4,6000,12,2,3,0,19213.0
4,256,40.0,4000,64,3,3,8,9987.0
4,64,5.5,6000,48,6,0,4,18382.0
3,512,21.9,4000,64,5,2,2,37474.0
6,32,33.5,4500,108,2,4,3,15559.0
6,128,24.8,4000,12,6,5,0,17873.0
3,64,50.2,5000,50,3,8,8,6492.0
8,32,49.1,6000,12,4,8,7,13990.0
6,128,37.1,3000,108,2,8,3,7072.0
6,64,23.0,3000,108,2,0,1,14491.0
6,128,16.1,6000,108,4,8,8,23112.0
6,128,7.2,4500,108,2,7,3,21944.0
6,32,21.9,4000,48,3,1,8,15702.0
4,64,25.4,4500,50,2,0,9,14035.0
4,128,40.9,3000,108,3,0,2,4556.0
8,64,39.8,6000,108,4,5,6,16822.0
12,256,5.1,6000,64,1,8,6,42572.0
4,128,24.3,4500,50,4,6,9,17946.0
4,256,11.7,4500,12,3,4,3,22941.0
6,128,10.3,4000,50,5,1,1,22975.0
6,128,49.8,5000,50,4,0,8,11253.0
3,128,3.5,5000,50,5,1,3,17095.0
4,64,25.7,4000,108,5,0,7,14214.0
8,64,10.9,5000,108,3,2,1,26387.0
6,256,52.9,3000,48,3,5,7,8478.0
3,128,33.9,5000,12,1,7,9,17803.0
4,256,14.7,4000,64,6,2,4,23988.0
4,256,30.6,5000,50,2,9,6,24102.0
6,256,44.2,6000,12,4,8,6,11085.0
3,512,57.5,4500,12,3,9,8,18529.0
4,128,14.0,3000,48,4,4,2,14357.0
8,64,53.3,6000,64,6,6,9,13592.0
4,128,56.1,6000,50,6,7,3,4952.0
6,64,55.1,4000,64,5,2,9,8514.0
4,128,38.5,4500,48,2,1,3,7322.0
3,256,38.2,4500,108,1,1,9,13058.0
4,128,24.8,3000,12,4,4,4,11617.0
8,64,45.4,4000,50,2,0,5,11383.0
8,64,32.3,3000,108,1,1,2,19042.0
8,128,41.0,5000,48,4,8,3,15750.0
4,64,26.3,6000,64,2,6,2,14804.0
6,256,44.2,3000,12,3,5,1,7188.0
4,64,49.6,6000,50,4,8,9,7366.0
4,64,9.6,4000,108,2,6,8,19553.0
8,32,50.1,5000,108,6,4,0,15123.0
3,128,32.9,4000,12,1,8,1,16566.0
3,128,50.8,5000,64,2,5,7,6911.0
4,64,26.4,5000,48,3,5,6,16272.0
3,32,23.4,6000,64,4,3,0,12879.0
4,128,55.0,4000,64,4,0,4,6185.0
6,64,15.8,4000,64,4,4,9,15616.0
6,128,50.8,3000,12,3,8,5,2500.0
8,128,29.6,4000,12,1,7,4,26877.0
8,64,31.3,3000,48,4,7,3,16598.0
4,64,19.2,4500,64,1,4,0,17296.0
4,512,34.8,4500,12,2,8,6,34514.0
4,128,20.2,4500,48,6,2,8,15493.0
6,128,3.3,4000,48,6,2,5,19098.0
4,64,17.0,4000,64,1,0,2,15242.0
6,128,1.4,3000,50,1,8,9,13370.0
6,32,58.7,5000,64,6,5,3,7296.0
6,128,58.0,3000,50,4,1,9,2500.0
6,512,24.3,4500,48,5,7,4,37586.0
4,64,44.0,3000,12,5,8,0,2500.0
12,32,21.4,5000,108,3,8,4,29829.0
8,32,40.6,4000,48,6,1,0,14693.0
4,64,48.5,3000,12,6,1,8,2500.0
8,64,56.9,4500,48,3,6,6,13383.0
6,32,24.6,4500,64,5,3,2,16790.0
8,256,47.2,4000,50,2,0,8,18399.0
8,128,16.7,3000,48,4,7,1,23346.0
6,64,59.4,5000,12,4,1,6,6646.0
3,512,2.5,4000,64,2,2,8,39470.0
4,64,36.6,3000,108,2,4,5,2500.0
6,512,39.9,6000,64,5,2,9,17479.0
6,64,41.6,4500,50,3,6,4,6034.0
4,256,8.1,5000,64,2,6,6,26355.0
4,128,56.4,5000,108,3,1,5,6211.0
8,256,11.7,5000,12,1,6,4,33408.0
12,512,37.7,4500,48,4,5,1,27923.0
6,64,14.1,3000,50,5,9,7,10819.0
4,512,19.1,4000,108,4,8,6,39000.0
4,64,33.2,3000,50,5,8,5,9527.0
3,64,25.6,4000,64,1,1,4,13953.0
12,64,10.5,5000,50,4,6,4,27542.0
4,128,11.1,3000,108,1,4,8,15272.0
6,64,25.7,5000,48,5,5,0,16823.0
4,128,45.7,6000,48,2,0,8,7921.0
6,128,54.0,5000,50,4,6,5,9261.0
6,256,6.0,5000,12,1,5,3,27099.0
8,256,24.2,4000,50,6,3,9,33428.0
4,128,6.9,6000,64,4,0,6,19060.0
3,64,2.0,5000,48,4,8,8,15442.0
4,64,40.0,5000,48,4,3,4,9519.0
12,64,36.5,6000,48,3,1,4,16670.0
8,32,10.6,6000,12,1,7,7,25482.0
6,64,14.8,3000,12,1,1,6,10835.0
6,64,2.4,4000,108,4,4,7,18247.0
6,512,50.3,6000,50,2,5,9,18495.0
4,128,58.5,6000,50,4,7,1,7984.0
12,64,9.0,4500,64,3,0,8,30983.0
6,128,14.7,6000,48,5,0,2,25038.0
4,64,52.2,4000,12,3,3,5,5373.0
6,128,55.7,5000,64,2,4,5,7087.0
3,128,25.8,5000,64,4,8,1,14777.0
4,128,4.0,5000,12,1,6,6,17808.0
8,128,3.3,5000,50,6,6,8,27942.0
3,512,34.9,4500,48,4,7,9,35688.0
6,256,24.2,6000,50,2,4,0,28013.0
4,128,2.7,5000,64,1,4,7,19886.0
4,128,35.4,3000,48,3,0,1,12393.0
4,128,1.7,5000,108,5,8,0,21604.0
4,64,47.5,6000,64,5,5,7,9863.0
8,64,19.1,5000,50,4,8,1,26113.0
4,32,3.4,4500,50,3,2,5,15773.0
6,128,35.7,4000,50,6,4,5,16071.0
6,128,24.5,4000,12,6,1,4,16246.0
6,64,58.5,6000,64,2,9,7,8340.0
12,512,33.1,4000,48,5,4,2,47268.0
8,512,17.2,4000,50,3,7,9,45984.0
4,256,42.9,3000,50,4,1,3,8405.0
3,128,17.0,6000,12,1,7,6,16230.0
4,256,54.4,6000,48,4,3,6,9531.0
6,64,23.1,4000,64,4,9,7,17473.0
3,256,33.4,4000,108,3,9,1,26675.0
6,64,4.0,4000,12,5,0,1,15228.0
6,256,26.1,4500,64,3,4,3,28065.0
4,64,50.1,5000,108,1,0,9,5816.0
8,256,48.5,4500,50,3,6,8,18840.0
4,512,14.2,6000,50,2,7,9,38658.0
3,64,14.3,3000,48,4,2,8,7720.0
8,128,49.2,5000,108,5,2,3,18164.0
6,512,55.9,3000,50,6,6,8,11205.0
6,128,6.6,6000,50,1,3,2,22462.0
6,256,27.6,6000,48,6,2,4,28447.0
4,128,20.9,3000,64,4,7,9,14235.0
8,64,52.4,3000,50,3,2,8,10192.0
8,64,5.9,3000,12,6,6,5,21864.0
6,64,13.5,6000,12,2,1,2,16954.0
4,256,45.4,4000,64,3,0,9,8857.0
6,64,4.0,3000,108,4,5,8,14721.0
4,128,30.1,5000,48,6,7,5,17247.0
3,128,27.1,6000,12,1,0,3,13220.0
12,128,20.7,4500,12,6,9,3,29014.0
4,256,24.3,4500,64,6,8,7,22499.0
12,512,32.3,5000,108,5,2,6,51037.0
6,128,10.5,4000,108,6,2,0,21472.0
4,256,34.7,3000,64,4,3,5,17871.0
6,256,48.5,6000,12,1,0,7,10871.0
8,128,45.8,3000,48,4,8,2,9405.0
8,512,10.1,6000,12,2,2,8,48520.0
8,64,9.8,4500,108,3,9,9,27430.0
6,64,16.8,3000,12,6,3,1,10834.0
6,256,22.3,5000,48,5,0,5,29124.0
8,128,25.1,4000,50,1,3,0,27336.0
4,256,41.1,5000,12,5,0,1,10386.0
6,256,4.3,4000,64,5,4,4,27414.0
4,32,3.0,3000,50,5,4,0,9405.0
12,256,24.1,3000,64,6,6,7,34114.0
12,128,42.1,4000,64,1,7,0,18008.0
3,128,12.4,4500,64,1,3,8,15013.0
8,128,38.8,6000,12,5,6,9,15571.0
12,512,16.3,5000,108,3,3,2,53536.0
4,32,53.3,5000,50,6,2,1,7375.0
6,128,53.8,5000,48,6,5,0,7587.0
12,128,18.5,3000,108,4,3,8,26104.0
3,256,14.6,5000,12,6,2,3,23091.0
6,128,25.3,6000,64,5,8,0,22398.0
4,64,15.2,6000,48,2,4,0,15635.0
12,64,40.7,4000,50,5,6,6,19898.0
12,64,49.7,3000,108,1,5,1,15652.0
12,256,40.7,6000,108,6,9,6,22683.0
6,64,49.6,4500,48,6,4,6,7415.0
8,64,24.4,3000,12,4,6,9,20059.0
8,512,10.2,3000,50,2,5,8,42547.0
4,32,44.5,6000,48,6,9,6,4932.0
8,512,22.3,4500,64,4,1,0,48672.0
3,128,40.6,4000,50,4,2,7,8122.0
6,256,17.0,6000,108,2,1,7,28272.0
4,64,5.8,4500,48,5,2,3,16195.0
4,32,59.6,3000,108,5,0,7,2500.0
3,256,10.2,4500,108,5,7,3,25245.0
6,256,59.3,3000,108,3,5,7,6669.0
4,256,58.7,6000,12,5,1,4,10816.0
8,64,47.8,6000,108,2,7,3,15308.0
3,256,39.9,5000,64,3,5,5,11691.0
4,256,35.1,5000,64,5,6,1,25143.0
6,128,52.1,5000,50,3,0,1,9213.0
8,256,18.1,6000,108,2,6,1,37767.0
4,256,28.6,4000,108,5,2,8,24141.0
6,128,37.5,6000,48,1,7,9,11580.0
8,32,25.3,4500,12,6,5,2,20266.0
6,128,26.2,6000,50,2,3,9,18184.0
4,32,20.5,6000,108,4,7,3,14395.0
3,128,34.3,3000,48,4,8,9,12048.0
8,128,51.2,3000,12,2,9,7,11221.0
3,32,12.9,3000,50,4,1,3,9437.0
8,64,56.1,6000,50,2,5,9,12520.0
6,64,41.7,4000,108,1,4,9,11634.0
12,256,49.6,4500,50,2,4,6,20542.0
8,512,33.8,4500,48,5,9,4,43294.0
12,32,47.0,4000,50,5,2,8,18564.0
4,512,2.0,4000,64,3,7,3,36598.0
8,128,49.3,4500,48,4,7,2,15152.0
6,64,3.4,5000,12,6,4,1,16982.0
6,32,53.5,3000,12,4,7,0,2500.0
6,128,59.5,3000,108,2,9,5,3452.0
8,256,18.3,4500,108,6,7,9,37731.0
12,256,13.4,4000,64,6,2,1,39978.0
8,32,46.2,5000,12,4,1,7,13162.0
6,32,15.9,4500,12,6,8,5,16272.0
6,128,52.1,3000,12,6,1,4,3395.0
8,64,7.1,6000,12,5,8,1,25381.0
4,64,8.4,4000,50,1,3,6,18223.0
4,64,58.8,6000,48,2,1,1,6813.0
4,256,40.8,4500,48,4,9,4,9811.0
4,512,51.0,3000,64,5,0,1,11646.0
4,128,20.1,5000,50,3,3,9,18318.0
4,512,40.9,6000,12,6,8,1,14147.0
3,64,36.1,5000,12,6,8,6,4888.0
3,128,36.6,3000,108,4,3,8,3906.0
12,64,41.3,6000,108,1,8,4,17718.0
6,128,34.9,5000,64,1,5,6,17638.0
4,512,26.3,5000,12,4,0,3,35182.0
6,128,17.3,6000,64,4,9,1,23507.0
4,64,46.3,3000,50,5,5,2,3156.0
12,128,14.4,5000,48,4,8,1,32835.0
8,64,41.8,4500,12,3,1,4,13803.0
3,256,14.8,6000,50,5,5,5,24676.0
6,128,37.9,4000,12,6,1,6,8819.0
8,128,45.1,4000,108,6,3,2,16771.0
12,128,13.9,3000,64,6,7,3,28094.0
6,128,4.5,4500,108,6,6,7,23630.0
6,32,8.7,5000,48,2,8,3,14525.0
4,128,36.8,4000,108,3,6,6,8484.0
12,64,51.1,3000,12,5,0,5,11232.0
4,256,3.7,4500,108,5,1,6,25899.0
12,256,44.3,4500,12,6,5,0,19597.0
6,256,21.1,3000,48,1,6,2,20622.0
6,128,29.2,3000,108,5,2,5,15448.0
6,128,55.8,5000,64,3,8,2,9253.0
4,64,20.6,3000,64,4,6,6,8601.0
4,256,28.5,5000,64,3,5,8,25896.0
4,64,1.8,5000,108,6,5,2,18030.0
4,128,5.8,6000,108,6,0,0,22193.0
8,64,16.3,4500,108,2,4,9,26185.0
4,64,2.6,4500,12,5,9,5,15302.0
3,128,38.3,4500,48,5,2,0,10197.0
12,32,26.2,6000,64,5,6,0,27659.0
8,256,33.3,5000,12,6,9,7,31676.0
12,64,11.3,5000,64,5,2,8,28970.0
12,32,18.5,3000,12,1,4,1,20794.0
4,128,40.2,6000,108,1,6,8,9507.0
4,32,58.0,3000,64,4,2,4,2500.0
8,64,4.0,6000,108,5,9,7,29624.0
6,256,53.5,3000,64,2,1,6,7932.0
4,32,35.0,4000,50,4,5,6,11463.0
8,256,34.3,4500,12,6,7,3,34949.0
4,32,30.5,4500,50,5,3,1,13295.0
4,64,5.1,5000,12,1,8,4,13519.0
6,256,6.3,4000,48,2,7,2,24618.0
6,64,36.5,4500,64,4,6,8,6858.0
6,64,21.1,5000,48,2,6,5,17180.0
3,64,55.1,4000,48,5,2,0,4046.0
8,64,25.0,4500,12,3,5,2,22219.0
4,256,9.5,3000,50,2,4,3,19983.0
4,64,43.2,6000,108,2,0,8,7380.0
8,256,18.3,4000,12,6,2,5,29824.0
12,256,32.0,5000,108,1,0,3,41096.0
8,128,42.2,4000,48,5,3,0,17101.0
8,512,54.1,5000,108,2,9,7,24328.0
6,64,47.7,4000,50,5,2,1,7126.0
6,512,40.9,5000,12,1,3,7,16669.0
3,32,41.1,4500,50,6,8,5,4293.0
6,128,56.8,3000,50,5,2,7,4607.0
4,128,18.5,4500,12,1,5,5,18099.0
4,64,1.1,3000,50,1,5,4,12195.0
8,128,17.0,4500,64,4,6,4,28924.0
6,256,13.9,4500,64,6,8,9,29124.0
3,32,40.0,4000,64,6,6,9,4342.0
4,64,38.4,6000,108,5,0,7,7501.0
6,256,36.0,5000,50,3,7,6,8817.0
3,128,2.0,5000,12,4,4,7,17464.0
8,512,44.0,5000,12,6,8,7,26090.0
6,256,20.1,3000,108,1,9,6,23261.0
6,512,40.2,5000,12,6,4,1,17434.0
6,256,33.8,5000,64,3,4,8,27280.0
8,64,21.2,4000,50,2,1,6,24092.0
4,64,8.9,4500,12,2,2,5,15594.0
6,256,6.6,5000,12,6,9,8,27364.0
6,128,50.1,6000,48,6,8,0,11454.0
4,32,55.2,5000,48,4,6,1,5822.0
8,64,39.3,3000,48,6,0,0,10861.0
8,512,7.1,3000,50,3,2,9,42817.0
6,128,24.7,3000,64,6,1,2,13988.0
8,128,44.0,5000,64,5,0,4,17136.0
8,128,47.0,4000,64,3,8,0,18134.0
8,64,8.0,6000,50,4,7,3,25938.0
8,64,1.0,5000,50,5,4,7,26248.0
6,64,43.0,4000,48,5,1,5,7239.0
6,32,22.0,4000,12,2,0,0,14424.0
6,256,16.0,5000,108,3,6,0,29277.0
